DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,No,No,1,1,Null,0,1,4,17,45,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,No,1,2,Null,0,1,4,17,70,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,66,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,62,No,No,Yes,30,Yes,30,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,59,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,74,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,62,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,64,No,No,Yes,30,Yes,30,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,No,1,2,Null,0,1,4,17,65,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,60,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,2,Null,0,1,4,17,60,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,No,No,1,1,Null,0,1,4,17,45,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,0,Yes,Yes,1,3,Null,0,1,4,17,61,No,No,Yes,31,Yes,31,N/A,Unknown,No,No,No,15,15,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,17,34,No,No,Yes,32,Yes,32,N/A,Unknown,No,No,No,15,15,Phishing
0,No,Null,Null,No,1,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,21,12,No,No,Yes,3697,Yes,3697,N/A,Unknown,No,Yes,Yes,2,2,Phishing
0,No,Null,Null,No,1,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,21,22,No,No,Yes,3689,Yes,3689,N/A,Unknown,Yes,Yes,Yes,2,2,Phishing
0,No,Null,Null,Yes,0.2,Internal,No,0,3,No,0,No,Yes,1,3,Null,0,0,5,20,30,No,No,Yes,1921,Yes,1921,N/A,Unknown,Yes,Yes,Yes,1,1,Phishing
0,No,No,Null,Yes,0,Internal,No,5,0,No,0,No,No,2,0,Null,0,0,3,31,0,No,Yes,Yes,843,Yes,843,N/A,No,No,No,No,397,397,Phishing
0,Null,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,0,Null,0,0,3,41,0,No,Yes,Yes,850,Yes,850,N/A,No,No,No,No,433,433,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,6,22,28,No,No,Yes,1665,Yes,1665,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,6,21,25,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,Yes,No,5,5,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,21,34,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,5,5,Phishing
18,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,6,15,21,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,4,4,Phishing
18,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,6,15,30,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,4,7,14,48,No,No,Yes,1810,Yes,1810,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.17,Internal,No,1,44,No,0,No,No,1,5,Null,0,6,5,14,156,No,No,Yes,66,Yes,66,N/A,Unknown,No,No,No,0,0,Phishing
59,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,7,21,32,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,6,19,30,No,No,Yes,1678,Yes,1678,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0,External,No,0,0,No,0,No,No,1,0,Null,0,0,4,14,18,No,No,Yes,1508,Yes,7876,N/A,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,12,6,No,No,Yes,1936,Yes,1936,N/A,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,83,No,0,No,No,1,1,Null,0,0,6,29,168,No,No,Yes,2393,Yes,2393,N/A,Unknown,No,No,No,10,10,Phishing
0,No,Null,Null,Yes,0.12,Internal,No,0,83,No,0,No,No,1,1,Null,0,0,6,29,175,No,No,Yes,2393,Yes,2393,N/A,Unknown,No,No,No,10,10,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,13,10,No,No,Yes,7104,Yes,7104,N/A,Unknown,No,No,No,2,2,Phishing
217,No,Null,Yes,Yes,0.04,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,14,0,No,No,Unknown,-1,Unknown,-1,N/A,No,Yes,Yes,Yes,2,2,Phishing
0,Null,Null,Null,Yes,0.65,Internal,No,0,5,No,0,No,No,1,1,Null,0,0,4,20,15,No,No,Yes,2616,Yes,2616,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.12,Internal,No,0,0,No,0,No,Yes,1,3,Null,0,0,4,8,42,No,No,Yes,7563,Yes,7563,N/A,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,8,9,33,No,No,Yes,3686,Yes,3686,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,1,2,Null,0,1,7,11,43,No,No,Yes,660,Yes,660,N/A,Unknown,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,1,4,Null,0,1,7,11,56,No,No,Yes,661,Yes,661,N/A,Unknown,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0.4,Internal,No,1,1,No,0,No,No,2,1,Null,0,1,7,16,36,No,Yes,Yes,7640,Yes,7640,N/A,No,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.8,Internal,No,0,1,No,0,No,No,1,1,Null,1,2,9,10,64,No,No,Yes,420,Yes,420,N/A,Unknown,Yes,Yes,Yes,4,4,Phishing
0,No,Null,Null,No,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,14,21,No,No,Yes,868,Yes,868,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,17,No,0,No,No,1,0,Null,0,1,6,11,48,No,No,Yes,352,Yes,352,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,16,26,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,1,1,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,21,No,0,No,No,1,1,Null,0,0,7,10,56,No,No,Yes,3882,Yes,3882,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,No,1,Internal,No,0,0,No,0,No,No,1,0,Null,3,0,6,52,21,No,No,Yes,1955,Yes,1955,N/A,Unknown,No,No,No,27,27,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,16,26,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,11,No,0,No,No,1,0,Null,0,0,4,7,18,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,22,No,0,No,No,1,0,Null,0,0,4,7,23,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,1,Internal,No,0,4,No,0,No,No,1,0,Null,0,0,4,15,10,No,No,Yes,2181,Yes,2181,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.81,Internal,No,0,19,No,0,No,No,1,0,Null,0,0,5,18,43,No,No,Yes,1386,Yes,1386,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.81,Internal,No,0,22,No,0,No,No,1,0,Null,0,0,5,18,43,No,No,Yes,1380,Yes,1380,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.25,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,18,13,No,No,Yes,68,Yes,68,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,16,8,No,No,Yes,1380,Yes,1380,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,16,17,No,No,Yes,1393,Yes,1393,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,1,Null,1,1,7,23,35,No,No,Yes,5011,Yes,5011,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,18,No,0,No,No,1,1,Null,0,0,8,13,75,No,No,Yes,850,Yes,850,N/A,Unknown,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0.83,Internal,No,0,18,No,0,No,No,1,1,Null,0,0,8,13,82,No,No,Yes,862,Yes,862,N/A,Unknown,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,18,No,0,No,No,1,0,Null,0,0,8,13,63,No,No,Yes,852,Yes,852,N/A,Unknown,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,18,No,0,No,No,1,1,Null,0,0,8,13,72,No,No,Yes,850,Yes,850,N/A,Unknown,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,8,No,No,Yes,211,Yes,211,N/A,Unknown,No,No,No,0,0,Phishing
3,Null,Null,Null,Yes,0,External,No,0,0,No,0,No,No,2,1,Null,0,1,3,36,14,No,No,Yes,3807,Yes,6299,N/A,Unknown,No,Yes,Yes,275,275,Phishing
0,No,Null,Null,Yes,0.6,Internal,No,0,24,No,0,No,No,1,3,Null,0,5,6,11,77,No,No,Yes,5155,Yes,5155,N/A,Unknown,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,2,7,15,29,No,No,Yes,186,Yes,186,N/A,Unknown,No,No,No,10,10,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,8,12,44,No,No,Yes,1884,Yes,1884,N/A,Unknown,No,No,No,24,24,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,1,Null,0,7,8,12,93,No,No,Yes,1886,Yes,1886,N/A,Unknown,No,No,No,24,24,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,2,No,0,No,No,1,1,Null,0,6,8,12,86,No,No,Yes,1884,Yes,1884,N/A,Unknown,No,No,No,24,24,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,9,No,0,No,No,1,1,Null,0,5,8,12,98,No,No,Yes,1884,Yes,1884,N/A,Unknown,No,No,No,24,24,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,12,26,No,No,Yes,1047,Yes,1047,N/A,No,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,7,12,35,No,No,Yes,1041,Yes,1041,N/A,No,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,2,7,12,50,No,No,Yes,1038,Yes,1038,N/A,No,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,12,21,No,No,Yes,1038,Yes,1038,N/A,No,Yes,Yes,Yes,10,10,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,8,16,47,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,0,1,No,0,No,Yes,1,3,Null,0,1,6,15,37,No,No,Yes,92,Yes,92,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.91,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,6,24,25,No,No,Yes,307,Yes,307,N/A,Unknown,No,Yes,Yes,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,3,No,0,No,No,1,0,Null,0,1,9,24,37,No,No,Yes,315,Yes,315,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,3,No,0,No,No,1,1,Null,0,1,9,24,47,No,No,Yes,309,Yes,309,N/A,Unknown,No,No,No,18,18,Phishing
0,No,Null,Null,Yes,0,External,No,0,0,No,0,No,No,1,0,Null,0,0,5,16,13,No,No,Yes,1503,Yes,7311,N/A,Unknown,Yes,Yes,Yes,2,2,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,5,20,25,No,No,Yes,4775,Yes,4775,N/A,Unknown,No,No,No,3,3,Phishing
10,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,4,1,Null,0,0,4,35,19,No,No,Unknown,-1,Unknown,-1,N/A,Yes,Yes,Yes,Yes,1,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,2,1,6,17,35,No,No,Yes,858,Yes,858,N/A,No,No,No,No,8,8,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,3,No,0,No,No,1,0,Null,0,1,6,14,24,No,No,Yes,197,Yes,197,N/A,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,5,24,28,No,No,Yes,2742,Yes,2742,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,6,14,21,No,No,Yes,3634,Yes,3634,N/A,Unknown,No,No,No,43,43,Phishing
0,Null,Null,Null,Yes,0.55,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,6,26,28,No,No,Yes,4733,Yes,4733,N/A,Unknown,No,No,No,5,5,Phishing
0,Null,Null,Null,Yes,0.55,Internal,No,0,0,No,0,Yes,Yes,1,2,Null,0,2,6,26,52,No,No,Yes,4735,Yes,4735,N/A,Unknown,No,No,No,5,5,Phishing
0,Null,Null,Null,Yes,0.55,Internal,No,0,0,No,0,Yes,Yes,1,2,Null,0,2,6,26,50,No,No,Yes,4726,Yes,4726,N/A,Unknown,No,No,No,5,5,Phishing
0,Null,Null,Null,Yes,0.55,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,6,26,32,No,No,Yes,4735,Yes,4735,N/A,Unknown,No,No,No,5,5,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,17,13,No,No,Yes,4027,Yes,4027,N/A,Unknown,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,2,Null,0,0,5,14,28,No,No,Yes,934,Yes,934,N/A,Unknown,No,No,No,4,4,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,1,1,Null,1,0,5,15,20,No,No,Yes,3266,Yes,3266,N/A,Yes,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,19,No,No,Yes,1097,Yes,1097,N/A,Unknown,No,No,No,14,14,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,11,No,No,Yes,1097,Yes,1097,N/A,Unknown,No,No,No,14,14,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,10,No,No,Yes,1116,Yes,1116,N/A,Unknown,No,No,No,14,14,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,9,No,No,Yes,1101,Yes,1101,N/A,Unknown,No,No,No,14,14,Phishing
0,No,Null,Null,Yes,0.83,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,13,25,No,No,Yes,1095,Yes,1095,N/A,Unknown,No,No,No,14,14,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,9,No,No,Yes,1109,Yes,1109,N/A,Unknown,No,No,No,14,14,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,6,16,53,No,No,Yes,3021,Yes,3021,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,6,16,53,No,No,Yes,3018,Yes,3018,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,25,No,0,No,No,1,1,Null,0,1,6,16,95,No,No,Yes,3017,Yes,3017,N/A,Unknown,No,No,No,18,18,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,19,22,No,No,Yes,3415,Yes,3415,N/A,Unknown,No,No,No,5,5,Phishing
0,No,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,19,20,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,23,23,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,1,Null,1,0,5,17,13,No,No,Yes,4582,Yes,4582,N/A,Unknown,No,No,No,1,1,Phishing
1,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,11,15,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,60,60,Phishing
1,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,3,11,27,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,60,60,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,17,8,No,No,Yes,1266,Yes,1266,N/A,Unknown,No,No,No,2,2,Phishing
10,No,Null,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,11,0,No,No,Yes,420,Yes,420,N/A,Unknown,Yes,Yes,Yes,6,6,Phishing
10,No,Null,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,3,11,9,No,No,Yes,415,Yes,415,N/A,Unknown,No,Yes,No,6,6,Phishing
0,No,Null,Null,Yes,0.75,Internal,No,0,0,No,0,No,No,1,0,Null,1,0,3,10,0,No,No,Yes,3375,Yes,3375,N/A,Unknown,No,Yes,No,2,2,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,1,0,3,12,11,No,No,Yes,2741,Yes,2741,N/A,Unknown,Yes,Yes,Yes,1,1,Phishing
3,Null,Null,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,29,0,No,Yes,Yes,8739,Yes,8739,N/A,No,No,No,No,55,55,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,23,8,No,No,Yes,2011,Yes,2011,N/A,Unknown,No,Yes,No,12,12,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,4,23,17,No,No,Yes,2012,Yes,2012,N/A,Unknown,No,No,No,12,12,Phishing
0,No,Null,Null,Yes,0.67,Internal,No,0,0,No,0,No,No,1,2,Null,0,0,5,14,25,No,No,Yes,2014,Yes,2014,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,1,1,9,25,57,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,7,22,40,No,No,Yes,5641,Yes,5641,N/A,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,7,22,49,No,No,Yes,5633,Yes,5633,N/A,Unknown,No,No,No,4,4,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,7,13,58,No,No,Yes,4207,Yes,4207,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,No,0.75,Internal,No,3,0,No,0,No,No,2,1,Null,0,0,8,33,45,No,Yes,Yes,840,Yes,840,N/A,No,No,No,No,521,521,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,6,20,21,No,No,Yes,4704,Yes,4704,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.96,Internal,No,0,0,No,0,No,No,2,1,Null,0,2,6,18,44,No,No,Yes,1140,Yes,1140,N/A,Yes,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.31,Internal,No,3,2,No,1,No,No,2,1,Null,0,0,5,36,33,No,Yes,Yes,846,Yes,846,N/A,No,No,No,No,747,747,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,16,15,No,No,Yes,3620,Yes,3620,N/A,No,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,6,16,30,No,No,Yes,3613,Yes,3613,N/A,No,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.43,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,6,31,21,No,Yes,Yes,848,Yes,848,N/A,No,No,No,No,662,662,Phishing
0,No,Null,Null,Yes,0.43,Internal,No,3,0,No,0,No,No,2,1,Null,0,0,6,31,30,No,Yes,Yes,857,Yes,857,N/A,No,No,No,No,791,791,Phishing
0,Null,Null,Null,Yes,0,Internal,No,3,0,No,0,No,No,3,0,Null,0,0,4,41,8,No,No,Yes,5,Yes,5,N/A,Yes,No,No,No,0,0,Phishing
2,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,39,0,No,No,Yes,6929,Yes,6929,N/A,Unknown,No,No,No,18,0,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,1,0,No,0,No,No,2,1,Null,0,3,3,21,33,No,Yes,Yes,4273,Yes,4273,N/A,No,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.27,External,No,0,0,No,0,No,No,1,0,Null,0,0,5,13,18,No,No,Yes,2079,Unknown,-1,N/A,Unknown,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,6,21,13,No,No,Yes,4494,Yes,4494,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,6,21,22,No,No,Yes,4499,Yes,4499,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,5,15,27,No,No,Yes,2263,Yes,2263,N/A,Unknown,No,Yes,No,59,59,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,0,5,15,5,No,No,Yes,2256,Yes,2256,N/A,Unknown,No,No,No,59,59,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,5,15,26,No,No,Yes,2256,Yes,2256,N/A,Unknown,No,No,No,59,59,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,1,Null,0,0,5,15,27,No,No,Yes,2254,Yes,2254,N/A,Unknown,No,Yes,No,59,59,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,0,5,15,6,No,No,Yes,2255,Yes,2255,N/A,Unknown,Yes,Yes,Yes,59,59,Phishing
0,Null,No,Null,Yes,0,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,3,25,0,No,Yes,Yes,850,Yes,850,N/A,No,No,No,No,849,849,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,5,19,24,No,No,Yes,1895,Yes,1895,N/A,Unknown,No,No,No,3,3,Phishing
0,No,Null,Null,Yes,0.07,Internal,No,0,61,No,0,No,No,1,0,Null,0,0,7,11,117,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,No,No,No,0,0,Phishing
20,No,No,No,Yes,0.11,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,0,No,No,Yes,4953,Yes,4953,N/A,Unknown,No,No,No,23,23,Phishing
0,Null,Null,Null,No,-1,Internal,No,0,1,No,0,No,No,1,1,Null,0,0,8,14,40,No,No,Yes,1893,Yes,1893,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.94,Internal,No,0,0,No,0,No,No,1,1,Null,1,0,4,28,16,No,No,Yes,4238,Yes,4238,N/A,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0,Internal,No,0,4,No,2,No,No,1,1,Null,0,0,5,10,40,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,No,No,No,0,0,Phishing
